,Unnamed: 0,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
801033,801033,80,6,104,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19193.017669508863,104.2061235244814,0.0,104,104,104,104.20612,0.0,104,104,0,0.0,0.0,0,0,0,40,0,19193.017669508863,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,9
362942,362942,80,6,15265,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,131.0186702,15265.0,0.0,15265,15265,15265,15265.0,0.0,15265,15265,0,0.0,0.0,0,0,0,40,0,131.0186702,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
394110,394110,80,6,7261,3,4,341,935,341,0,113.6666667,196.8764418,935,0,233.75,467.5,175733.3701,964.0545379,1210.166667,2607.653076,6523,4,6832,3416.0,4393.961538,6523,309,7257,2419.0,3835.066101,6843,37,0,72,92,413.1662305,550.8883074,0,935,159.5,335.3002918,112426.2857,0,0,1,1,0,0,1,182.28572,113.666664,233.75,3,341,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4
542766,542766,80,6,99999859,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1600002256,0.0400000564,33333286.3333333,57734940.3164222,99999853,2,99999855,99999860.0,0.0,99999855,99999855,99999857,99999857.0,0.0,99999857,99999857,1,64,64,0.0200000282,0.0200000282,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,6.0,8.0,0.0,2,16,2,0,211,219,1,32,2.0,0.0,2,2,99999853.0,0.0,99999853,99999853,7
420978,420978,8080,6,11721,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,38819.21338,597.2186673,1953.5,4396.247297,10922,20,466,233.0,258.8010819,416,50,11325,3775.0,6191.313027,10922,51,0,72,92,255.9508574,341.2678099,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
601624,601624,80,6,11965239,4,4,280,662,280,0,70.1389188656428,140.2778377312856,662,0,165.5,331.0,78.77439812233818,0.6686034343654292,1709319.887079365,2972817.1615615333,6960578,3,6962377,2320792.5,4018442.472679757,6960890,267,11965236,3988412.069851847,3588806.4731742325,6960578,1488,0,136,136,0.3343017172102073,0.3343017172102073,0,662,104.72840838473736,228.7327756411049,52322.221371921885,0,0,0,1,0,0,0,117.81946,70.138916,165.5,4,280,4,662,26883,219,1,32,1491.4300990650934,0.0,1491,1491,6960578.03384676,0.0,6960578,6960578,6
966022,966022,80,6,58004467,203,104,56304,189987,680,0,277.3633058526004,292.7492009010117,1935,0,1826.803375967952,320.435970762222,4246.09181242867,5.292696494504742,189557.08468379945,363572.072626961,1043686,17,58002271,287139.97,415237.5486823469,1043686,344,58004442,563149.9311965322,431026.0352174032,1046268,37,0,4072,2092,3.4997309067632183,1.792965587741524,0,1935,799.6503317816249,794.1702417197291,630706.3781680049,0,0,1,1,0,0,1,802.25507,277.36328,1826.8033,203,56304,104,189987,8192,1283,101,20,0.0,0.0,0,0,0.0,0.0,0,0,10
372726,372726,80,6,30412,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,65.7635144,30412.0,0.0,30412,30412,30412,30412.0,0.0,30412,30412,0,0.0,0.0,0,0,0,40,0,65.7635144,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
824202,824202,80,6,5005661,5,3,646,364,646,0,129.2,288.899982693,364,0,121.3333333333,210.155497985,201.7715286994008,1.5981903263145436,715094.5197143779,1862180.545123032,4937776,19,5005661,1251415.4,2457772.6366227786,4937776,412,3201,1600.7908771468574,787.7889805731156,2157,1043,0,112,72,0.9988689539794652,0.5993213723350785,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,1,126.25,129.2,121.333336,5,646,3,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,9
728634,728634,80,17,119932905,30609,0,5173805,0,32,32,32.0,0.0,0,0,0.0,0.0,43139.19582801293,1348.0998697537757,741.8676968009519,15469.895922944332,564581,0,120000000,741.86774,15469.895922944332,564581,0,0,0.0,0.0,0,0,0,1293451,0,1348.0998697537757,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.0002,32.0,0.0,30609,5173805,0,0,-1,-1,30608,8,0.0,0.0,0,0,0.0,0.0,0,0,8
601598,601598,80,6,15940359,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1254676809751929,15940359.9746367,0.0,15940359,15940359,15940359,15940360.0,0.0,15940359,15940359,0,0.0,0.0,0,0,0,64,0,0.1254676809751929,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,15940359.9746367,0.0,15940359,15940359,6
312018,312018,80,6,29040,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68.87052342,29040.0,0.0,29040,29040,29040,29040.0,0.0,29040,29040,0,0.0,0.0,0,0,0,40,0,68.87052342,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
272819,272819,22,6,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
1009900,1009900,80,6,21,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,92931.6362800484,21.763151290029967,0.0,21,21,21,21.763151,0.0,21,21,0,0.0,0.0,0,0,0,40,0,92931.6362800484,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2050,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,11
1003060,1003060,80,6,5005216,4,4,490,1806,490,0,122.6655373291952,245.3310746583904,1806,0,451.5,903.0,458.8528996451874,1.5983325675822582,715030.9315145081,1889200.3566254936,4999333,16,5882,1960.9305,2862.465474702778,5238,133,5005191,1668397.1907270409,2887264.920794458,5002323,597,0,92,92,0.7991662837911291,0.7991662837911291,0,1806,255.18468325744288,603.7927721201354,364566.4428466117,0,0,1,1,0,0,1,287.08276,122.665535,451.5,4,490,4,1806,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,11
404613,404613,8080,6,10812,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42082.87088,647.4287828,1802.0,3956.875282,9869,20,553,276.5,317.4909448,501,52,10331,3443.666667,5568.425481,9869,22,0,72,92,277.4694784,369.9593045,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
382660,382660,80,6,2483,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,805.4772453,2483.0,0.0,2483,2483,2483,2483.0,0.0,2483,2483,0,0.0,0.0,0,0,0,40,0,805.4772453,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
256599,256599,22,6,388960,24,20,1912,2665,640,0,79.6666666667,133.8339875812,976,0,133.25,268.7712537496,11767.2768408063,113.1221719457,9045.5813953488,25579.3370834766,155372,3,388287,16882.043,33972.117868894,155372,206,388937,20470.3684210526,46465.1158292261,194888,15,0,776,648,61.7030028795,51.4191690662,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,104.02273,79.666664,133.25,24,1912,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
349122,349122,80,6,11462,3,4,266,935,266,0,88.66666667,153.5751716,935,0,233.75,467.5,104781.0155,610.7136625,1910.333333,4120.016392,10296,4,10626,5313.0,7047.026181,10296,330,11453,3817.666667,5905.085379,10621,21,0,72,92,261.7344268,348.9792357,0,935,150.125,330.5149391,109240.125,0,0,1,1,0,0,1,171.57143,88.666664,233.75,3,266,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4
344529,344529,80,6,16386,3,4,313,935,313,0,104.3333333,180.7106343,935,0,233.75,467.5,76162.57781,427.1939461,2731.0,5896.765859,14729,3,15137,7568.5,10126.47621,14729,408,16378,5459.333333,8398.522271,15132,19,0,72,92,183.0831197,244.1108263,0,935,156.0,333.2750901,111072.2857,0,0,1,1,0,0,1,178.28572,104.333336,233.75,3,313,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4
187364,187364,21,6,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
585230,585230,80,6,11738043,4,4,336,972,336,0,84.07563804421923,168.15127608843846,972,0,243.0,486.0,111.45831047283664,0.6815446031271495,1676863.3176659085,2906125.5450307583,6731620,3,6733867,2244622.5,3886166.303796148,6731980,280,11738040,3912680.0745537872,3495200.255202329,6731620,1888,0,136,136,0.3407723015405492,0.3407723015405492,0,972,145.36695024188458,329.3373487184909,108463.12193733962,0,0,0,1,0,0,0,163.53783,84.07564,243.0,4,336,4,972,26883,219,1,32,1891.979305877113,0.0,1891,1891,6731620.387654178,0.0,6731620,6731620,6
321236,321236,80,6,33673,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,59.39476732,33673.0,0.0,33673,33673,33673,33673.0,0.0,33673,33673,0,0.0,0.0,0,0,0,40,0,59.39476732,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
935620,935620,80,6,57159242,203,104,56123,189911,680,0,276.4717448447096,291.8920443074944,1935,0,1826.0677665389787,320.4092454048846,4304.375285913673,5.370959986611773,186794.910627866,363831.79340639006,1023661,18,57156803,282954.47,416562.6353627549,1023661,453,57159219,554943.8817200412,438704.5115500809,1026232,40,0,4072,2092,3.5514816849388047,1.819478301672968,0,1935,798.8143244270724,794.0244583545442,630474.8410752632,0,0,1,1,0,0,1,801.4163,276.47174,1826.0677,203,56123,104,189911,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,10
270925,270925,22,6,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
177082,177082,21,6,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
598939,598939,80,6,5067633,4,4,473,972,473,0,118.41084773273374,236.82169546546749,972,0,243.0,486.0,285.26992223840614,1.5786462370822223,723947.5930138977,1886840.9216251303,5002569,6,65063,21687.938,36354.36601977837,63661,288,5067627,1689209.050365762,2869894.2825780483,5002884,1410,0,136,136,0.7893231185889665,0.7893231185889665,0,972,160.62704343681213,342.22066151325566,117115.10607649034,0,0,0,1,0,0,0,180.70543,118.41085,243.0,4,473,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,6
1022026,1022026,80,6,5114091,4,4,596,3095,596,0,149.14867096246184,298.29734192492367,2509,0,666.216368727837,1155.1705237478957,718.9842614883447,1.668067662520096,680685.4944061101,1821128.6365171885,5004741,16,109349,36449.996,59025.92590972525,104254,415,5114061,1471826.877396952,2664241.238451051,5005171,1107,0,92,102,0.7824299643339158,0.8856376981398829,0,2509,383.3165648098352,823.1325600129459,693087.5197028226,0,0,1,1,0,0,1,427.8628,149.14867,666.2164,4,596,4,3095,8192,220,1,20,0.0,0.0,0,0,0.0,0.0,0,0,11
1053295,1053295,80,6,5015155,4,2,295,1178,295,0,59.14253657528431,132.24673214411575,1178,0,392.9780024097258,680.6578664305931,293.88727253018743,1.317967517251872,1047811.9044152516,2237821.386364804,5004839,15,5015155,1688700.4,2860918.570140439,5004839,377,9951,4975.545405925132,2827.702684172526,6975,2976,0,98,58,0.8583794571378847,0.4595880601792659,0,1178,163.84963223395542,393.0189350346864,236622.04289780097,0,0,1,1,0,0,1,184.33084,59.142536,392.978,4,295,2,1178,8192,9477,0,20,0.0,0.0,0,0,0.0,0.0,0,0,11
666233,666233,80,6,107646339,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.502889389430567,0.1672142328175665,6332137.591512616,13478976.178633,53247633,10,107646327,7689023.5,14573065.937733237,53247633,344,106623359,53311679.88354523,31556090.48850192,75625205,30998154,0,496,100,0.1393451939966851,0.0278690388208813,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,140.55556,168.66667,0.0,15,2530,3,0,26883,0,11,32,6154873.372794997,1974395.393560716,7550981,4758765,23834145.19272116,20644112.490411457,53247633,6655917,7
340977,340977,80,6,15326,3,4,276,935,276,0,92.0,159.3486743,935,0,233.75,467.5,79016.05115,456.7401801,2554.333333,3961.718701,9101,5,9409,4704.5,6217.589927,9101,308,15320,5106.666667,4742.396687,9408,21,0,72,92,195.7457915,260.9943886,0,935,151.375,331.0342829,109583.6964,0,0,1,1,0,0,1,173.0,92.0,233.75,3,276,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4
477536,477536,8080,6,13040,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,34892.63804,536.809816,2173.333333,4894.903663,12159,22,498,249.0,280.0142853,447,51,12615,4205.0,6890.769986,12159,46,0,72,92,230.0613497,306.7484663,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
543509,543509,80,6,117043704,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1367010736,0.0341752684,39014568.0,67575209.6812239,117043699,2,117043701,117043704.0,0.0,117043701,117043701,117043702,117043702.0,0.0,117043702,117043702,1,64,64,0.0170876342,0.0170876342,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,6.0,8.0,0.0,2,16,2,0,211,219,1,32,2.0,0.0,2,2,117043699.0,0.0,117043699,117043699,7
743667,743667,80,17,119906076,3756,0,4314518,0,32,32,32.0,0.0,0,0,0.0,0.0,35982.473761638874,1124.4523049553572,889.3350401581359,18501.28870541985,704349,0,120000000,889.335,18501.28870541985,704349,0,0,0.0,0.0,0,0,0,1078629,0,1124.4523049553572,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.000237,32.0,0.0,3756,4314518,0,0,-1,-1,3755,8,0.0,0.0,0,0,0.0,0.0,0,0,8
5862,5862,53,17,18132,1,1,33,81,33,33,33.0,0.0,81,81,81.0,0.0,6287.2270019854,110.302228105,18132.0,0.0,18132,18132,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,55.1511140525,55.1511140525,33,81,49.0,27.7128129211,768.0,0,0,0,0,0,0,0,73.5,33.0,81.0,1,33,1,81,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,1
521099,521099,80,6,22997651,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0869654036,22997651.0,0.0,22997651,22997651,22997651,22997652.0,0.0,22997651,22997651,0,0.0,0.0,0,0,0,64,0,0.0869654036,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,22997651.0,0.0,22997651,22997651,6
118422,118422,21,6,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
835900,835900,80,6,12,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.666666667,12.0,0.0,12,12,12,12.0,0.0,12,12,0,0.0,0.0,0,0,0,40,0,166666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2051,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,9
315312,315312,80,6,29732,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,67.26759047,29732.0,0.0,29732,29732,29732,29732.0,0.0,29732,29732,0,0.0,0.0,0,0,0,40,0,67.26759047,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
739301,739301,80,17,119999695,-13329,0,3767768,0,32,32,32.0,0.0,0,0,0.0,0.0,31398.151728372784,981.1922415131588,1019.178474216035,20116.01825884425,687980,0,120000000,1019.17847,20116.01825884425,687980,0,0,0.0,0.0,0,0,0,941942,0,981.1922415131588,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.00027,32.0,0.0,-13329,3767768,0,0,-1,-1,-13330,8,0.0,0.0,0,0,0.0,0.0,0,0,8
861154,861154,80,6,93,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21395.423080551835,93.48619059969404,0.0,93,93,93,93.48619,0.0,93,93,0,0.0,0.0,0,0,0,40,0,21395.423080551835,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,9
850770,850770,80,6,119,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16669.45421781388,119.98826435884882,0.0,119,119,119,119.988266,0.0,119,119,0,0.0,0.0,0,0,0,40,0,16669.45421781388,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,9
1038975,1038975,80,6,2626,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6733.690291325367,2541.7715218554545,110.05049503399329,2619,2463,2626,2626.3027,0.0,2626,2626,0,0.0,0.0,0,0,0,40,12,4530.3222355043135,2203.368055821053,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2049,134,0,20,0.0,0.0,0,0,0.0,0.0,0,0,11
596562,596562,80,6,54535,5,3,423,662,423,0,84.68492536258032,189.3612497802434,662,0,220.6666666667,382.2058782035,19923.140728535724,146.91080351719154,7790.804212862971,13174.144780218136,29182,3,54535,13633.907,15683.37635837376,29182,26,25044,12522.08288851508,17237.009013297637,24710,333,0,168,104,91.81925219820586,55.09155131890352,0,662,120.60273631255572,246.66739301501053,60849.51662107656,0,0,0,1,0,0,0,135.67809,84.68493,220.66667,5,423,3,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,6
878943,878943,80,6,108,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18442.788454012305,108.45392600665014,0.0,108,108,108,108.453926,0.0,108,108,0,0.0,0.0,0,0,0,40,0,18442.788454012305,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,9
70586,70586,50306,6,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.5454545455,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,22727.2727272727,22727.2727272727,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,172,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
600953,600953,80,6,101361183,2,1,418,0,418,0,209.4051921160469,296.1436627218581,0,0,0.0,0.0,4.131861211801882,0.029597128692947,50680591.936648816,71673175.27455467,101361180,3,101361180,101361176.0,0.0,101361180,101361180,0,0.0,0.0,0,0,0,64,20,0.019731419095298,0.009865709597649,0,418,104.70259605802345,209.4051921160469,43854.6936690298,0,0,0,0,1,0,0,139.60347,209.4052,0.0,2,418,1,0,226,0,1,32,0.0,0.0,0,0,101361180.2024584,0.0,101361180,101361180,6
437022,437022,8080,6,11326,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40173.05315,618.0469716,1887.666667,4162.80769,10374,21,649,324.5,378.3021279,592,57,10755,3585.0,5881.609559,10374,31,0,72,92,264.8772735,353.169698,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
866726,866726,80,6,5007551,4,4,646,364,646,0,161.5,323.0,364,0,91.0,182.0,201.6953771130351,1.597587145453689,715364.5208262281,1865509.2956112693,4945661,18,61890,20630.121,34513.1713182849,60480,366,5007528,1669176.1417254522,2888038.483217372,5003995,1404,0,92,92,0.7987935727268445,0.7987935727268445,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,1,126.25,161.5,91.0,4,646,4,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,9
713730,713730,80,17,119619786,-26644,0,3341689,0,32,32,32.0,0.0,0,0,0.0,0.0,27935.930411463956,872.9978254198475,1145.4953079187298,23127.85921484023,675208,0,120000000,1145.4952,23127.85921484023,675208,0,0,0.0,0.0,0,0,0,835422,0,872.9978254198475,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.000305,32.0,0.0,-26644,3341689,0,0,-1,-1,-26645,8,0.0,0.0,0,0,0.0,0.0,0,0,8
912191,912191,80,6,350,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8570.194847327819,175.03925629008566,237.8930115750024,343,6,350,175.03926,237.8930115750024,343,6,0,0.0,0.0,0,0,0,60,0,8570.194847327819,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,3,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,10
3899,3899,443,6,67199164,14,11,6162,4897,1429,0,440.1428571429,512.4371416826,1460,0,445.1818181818,562.2139838499,164.5704997163,0.3720284377,2799965.16666667,12224393.8744081,59951949,1,67199164,5169166.5,16527789.9574194,59951949,304,6970748,697074.8,1802134.67185273,5819941,1,0,292,232,0.2083359251,0.1636925126,0,1460,425.3461538462,520.1096763036,270514.075384615,0,0,0,1,0,0,0,442.36,440.14285,445.18182,14,6162,11,4897,8192,513,8,20,1372361.0,0.0,1372361,1372361,5533948.0,0.0,5533948,5533948,1
114212,114212,21,6,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
130429,130429,21,6,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
804835,804835,80,6,56228466,153,104,54995,72485,646,0,359.4444444444,271.4171844443,1068,0,696.9720191442517,368.2154135452208,2267.180785406444,4.570638908249559,219642.44844150596,412620.0758042343,1088908,8,56226853,369913.5,481289.1718354342,1088908,309,56228458,545907.3636409722,554673.8189592541,1142986,30,0,3072,2092,2.7210418403575045,1.849597067992054,0,1068,494.1088759341482,355.3981568996943,126307.85008960209,0,0,1,1,0,0,1,496.0315,359.44446,696.97205,153,54995,104,72485,8192,1228,101,20,0.0,0.0,0,0,0.0,0.0,0,0,9
1109,1109,0,0,112640674,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333634,56320337.0,137.1787155502,56320434,56320240,112640674,56320336.0,137.1787155502,56320434,56320240,0,0.0,0.0,0,0,0,0,0,0.0266333634,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320337.0,137.1787155502,56320434,56320240,1
927877,927877,80,6,60533238,203,104,56083,189893,680,0,276.2709359606,291.6989844299,1935,0,1825.8950855795847,320.36550192384345,4063.831082956786,5.072020649197157,197821.0405008433,371512.8574701398,1135883,18,60531006,299658.44,422812.9945911441,1135883,447,60533207,587701.0426529909,429448.94251878833,1138509,32,0,4072,2092,3.353811699679844,1.7182089495779052,0,1935,798.6236652606862,793.9834399956075,630409.703953272,0,0,1,1,0,0,1,801.22504,276.27094,1825.8951,203,56083,104,189893,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,10
